,Hostname,IP-Adresse,Seriennr
6509,de-fid-bopfi-sh-01a,10.178.210.86,CN78DRR3L4
6510,de-fid-bopfi-sh-02a,10.178.185.38,CN78DRR35M
6511,de-fid-bopfi-sh-05c,10.178.154.118,CN71DRV06R
6512,de-fid-bopfi-sh-05d,10.178.154.117,CN71DRV0K1
6513,de-fid-kirch-sh-06a,10.178.180.206,CN7ADRR0DZ
6514,de-fid-riesb-sh-01a,10.178.210.38,CN78DRR3F7
6515,de-fid-unter-sh-02a,10.178.177.246,CN74DRR0DS
6516,de-fid-unter-sh-03a,10.178.215.246,CN74DRR07Q
6517,de-fid-unter-sh-05a,10.178.186.166,CN70DRR0D7
6520,de-fid-roede-sh-10c,10.178.150.44,CN4BFP72QH
6521,de-fid-ehren-sh-60b,10.178.189.126,CN83FPB1D6
6522,de-fid-eppen-sh-61b,10.178.204.182,CN83FPB1XQ
6523,de-fid-floeh-sh-01b,10.178.199.150,CN83FPB28X
6524,de-fid-lenge-sh-60b,10.178.180.158,CN83FPB1QM
6525,de-fid-marie-sh-04c,10.178.190.70,CN88DRW00P
6526,de-fid-oeder-sh-60b,10.178.186.6,CN83FPB1Y2
6527,de-fid-olber-sh-03a,10.178.152.54,CN47DRW0JM
6528,de-fid-olber-sh-03b,10.178.152.53,CN48DRW0FZ
6529,de-fid-olber-sh-03c,10.178.152.52,CN48DRW0GP
6530,de-fid-sayda-sh-60b,10.178.208.174,CN83FPB22S
6531,de-fid-seiff-sh-60b,10.178.214.134,CN83FPB18Q
6532,de-fid-zscho-sh-60b,10.178.211.6,CN83FPB1JC
6618,de-fid-aulen-sh-01a,10.51.139.237,CN8AFP308N
6619,de-fid-aulen-sh-01b,10.51.139.236,CN8AFP32KF
6639,de-fid-badko-sh-05c,10.51.156.118,CN7BDRW0DG
6640,de-fid-badko-sh-05d,10.51.156.117,CN7BDRW06X
6652,de-fid-badne-sh-07a,10.51.200.86,CN81FPB2TP
6659,de-fid-juech-sh-01a,10.51.201.126,CN44DRR346
6660,de-fid-meini-sh-02a,10.176.73.198,CN69FPC018
6661,de-fid-meini-sh-04c,10.51.148.238,CN7BDRW03P
6662,de-fid-meini-sh-04d,10.51.148.237,CN7BDRW05K
6666,de-fid-nordh-sh-09a,10.51.184.238,CN44DRR46K
6668,de-fid-obers-sh-45a,10.51.172.182,CN42DRV06J
6670,de-fid-saal0-sh-01a,10.51.161.30,CN44DRR47B
6672,de-fid-sulzf-sh-01a,10.51.202.134,CN44DRR4BK
6673,de-fid-wasun-sh-01a,10.51.203.6,CN44DRR4CM
6753,de-fid-elchi-sh-04b,10.51.179.150,CN79DRW020
6754,de-fid-holzh-sh-02b,10.51.153.118,CN78DRW0P0
6755,de-fid-holzh-sh-02c,10.51.153.117,CN74DRR0DQ
6759,de-fid-neuul-sh-05a,10.176.57.78,CN74DRR0DX
6760,de-fid-neuul-sh-06b,10.51.194.54,CN79DRW00K
6761,de-fid-sende-sh-06b,10.51.204.118,CN79DRW010
6762,de-fid-sende-sh-06c,10.51.204.117,CN00FP308B
6763,de-fid-sende-sh-06d,10.51.204.116,CN0AFP351H
6775,FNH001I6,10.51.173.234,CN16FP353X
6801,de-fid-aigls-sh-01a,10.51.209.190,CN0AFPB02L
6802,de-fid-atten-sh-01a,10.51.187.86,CN72FPB0GC
6803,de-fid-auhal-sh-01a,10.51.190.78,CN72FPB0XZ
6804,de-fid-elsen-sh-01a,10.51.166.182,CN74FPB0HY
6805,de-fid-elsen-sh-02a,10.51.205.238,CN74DRR007
6806,de-fid-mainb-sh-01a,10.51.173.6,CN78DRW0M2
6807,de-fid-mainb-sh-02a,10.51.190.174,CN74FPB0D9
6808,de-fid-mainb-sh-03a,10.51.209.198,CN0AFPB010
6809,de-fid-nandl-sh-01a,10.51.184.62,CN74FPB0F7
6810,de-fid-rudel-sh-01a,10.51.153.206,CN78DRW0VM
6811,de-fid-rudel-sh-01b,10.51.153.205,CN74FPB0C7
6812,de-fid-rudel-sh-02a,10.51.175.46,CN74DRR0DW
6813,de-fid-volke-sh-01a,10.51.183.22,CN74DRR0CY
6831,de-fid-eiche-sh-09a,10.178.203.70,CN40FPB0KH
6834,de-fid-winde-sh-07a,10.178.170.86,CN40FPB0F6
6836,de-fid-geis2-sh-01c,10.51.151.238,CN67DRW04S
6837,de-fid-geis2-sh-01d,10.51.151.237,CN60DRW0NX
6839,de-fid-laber-sh-01a,10.51.191.110,CN79DRW03M
6840,de-fid-malle-sh-01a,10.51.173.62,CN79DRW02R
6841,de-fid-neufa-sh-01a,10.51.183.198,CN79DRW035
6849,de-fid-aller-sh-05b,10.51.173.102,CN79DRW03D
6850,de-fid-attac-sh-01b,10.51.207.30,CN81FPC0KM
6851,de-fid-diete-sh-10b,10.51.202.30,CN81FPC08P
6852,de-fid-echin-sh-02c,10.51.148.254,CN7AFPB689
6853,de-fid-echin-sh-02d,10.51.148.253,CN79DRW022
6854,de-fid-echin-sh-05a,10.51.208.150,CN95FP31WT
6865,de-fid-frei3-sh-04b,10.51.173.166,CN79DRW034
6866,de-fid-freis-sh-04a,10.51.202.198,CN58FPB24F
6867,de-fid-haag1-sh-03b,10.51.163.126,CN7AFPC12M
6868,de-fid-hallb-sh-02b,10.51.183.110,CN7AFPB418
6869,de-fid-kirch-sh-55b,10.51.161.246,CN7AFPB3RJ
6870,de-fid-lange-sh-28b,10.51.188.126,CN7AFPB66X
6871,de-fid-mauer-sh-03b,10.51.170.70,CN7AFPB693
6872,de-fid-moosb-sh-05b,10.51.193.150,CN79DRW00B
6873,de-fid-neufa-sh-05b,10.51.190.214,CN7BFPB10D
6874,de-fid-pulli-sh-01b,10.176.58.158,CN7AFPC0W5
6875,de-fid-zolli-sh-02b,10.51.189.118,CN7AFPB74F
6890,de-fid-laufe-sh-08a,10.51.175.142,CN89FPB1FC
6891,de-fid-neuki-sh-04a,10.51.162.174,CN89FPB1G1
6892,de-fid-petti-sh-01a,10.51.201.206,CN27DRR27T
6893,de-fid-petti-sh-02a,10.51.184.174,CN89FPB1FH
6894,de-fid-saald-sh-01a,10.51.144.238,CN80FP35T7
6895,de-fid-saald-sh-01c,10.51.144.237,CN60DRW0B5
6896,de-fid-saald-sh-01d,10.51.144.236,CN89FPB0V6
6897,de-fid-surhe-sh-01a,10.51.169.174,CN89FPB1C7
6900,de-fid-teise-sh-02a,10.51.153.94,CN80FP35QD
6901,de-fid-teise-sh-02b,10.51.153.93,CN8AFP30RH
6902,de-fid-wagin-sh-01a,10.51.150.62,CN64FPB0NK
6903,de-fid-wagin-sh-01b,10.51.150.61,CN64FPB0WC
6904,FNH0017R,10.51.153.90,CN16FP363C
6911,de-fid-blaub-sh-13b,10.51.159.166,CN69DRV0V1
6914,de-fid-blaus-sh-14a,10.51.178.206,CN34DRR0CK
6915,de-fid-disch-sh-03b,10.51.148.166,CN31DRR0XR
6916,de-fid-disch-sh-03c,10.51.148.165,CN31DRR2FK
6917,de-fid-dokir-sh-01b,10.51.172.70,CN97FPB041
6923,de-fid-ehing-sh-15b,10.51.159.230,CN97FPB006
6926,de-fid-erbac-sh-10a,10.51.165.46,CN34DRR0SF
6927,de-fid-gries-sh-01b,10.51.158.134,CN96FPB1YG
6928,de-fid-oberm-sh-10a,10.51.170.198,CN34DRR0X5
6929,de-fid-oepfi-sh-01b,10.51.192.118,CN96FPB1X6
6930,de-fid-bockh-sh-03a,10.51.157.174,CN58FPB2LS
6940,de-fid-lange-sh-19a,10.51.162.46,CN58FPB26F
6941,de-fid-moosi-sh-01a,10.51.159.206,CN59FPB0TT
6942,de-fid-oberd-sh-06a,10.51.178.150,CN58FPB2BN
6953,de-fid-didor-sh-02a,10.51.186.14,CN57FP60NC
6958,de-fid-werti-sh-04a,10.51.147.206,CN57FP60P5
6959,de-fid-werti-sh-04b,10.51.147.205,CN57FP60NV
6961,de-fid-aisli-sh-02a,10.51.188.86,CN6ADRR09D
6962,de-fid-frist-sh-02a,10.51.182.166,CN6ADRR066
6963,de-fid-gloet-sh-02a,10.51.162.14,CN6ADRR0GJ
6964,de-fid-holzh-sh-09c,10.51.149.70,CN69DRV038
6965,de-fid-holzh-sh-09d,10.51.149.69,CN69DRR22K
6971,de-fid-schro-sh-09a,10.51.173.246,CN60FP60NB
6972,de-fid-schro-sh-16d,10.51.139.13,CN6AFP701L
6973,de-fid-schro-sh-16e,10.51.139.12,CN60FP61KC
6974,de-fid-schro-sh-16f,10.51.139.11,CN60FP611L
6975,de-fid-schro-sh-16g,10.51.139.10,CN8BFP6197
6976,de-fid-schro-sh-16h,10.51.139.9,CN8BFP60YH
6977,de-fid-schro-sh-16i,10.51.139.8,CN8AFPB0KP
6978,de-fid-gerst-sh-01a,10.51.197.70,CN78DRR3DG
6979,de-fid-gerst-sh-02a,10.51.173.118,CN78DRW0K7
6980,de-fid-gieng-sh-01a,10.51.164.198,CN77DRR0KY
6981,de-fid-gieng-sh-03a,10.51.143.174,CN7AFPB3RK
6982,de-fid-gieng-sh-03b,10.51.143.173,CN78DRW0LB
6983,de-fid-gieng-sh-03c,10.51.143.172,CN78DRW0WP
6984,de-fid-gieng-sh-03d,10.51.143.171,CN78DRW0HJ
6985,de-fid-gieng-sh-03e,10.51.143.170,CN78DRR3B8
6986,de-fid-herbr-sh-01a,10.51.202.78,CN77DRR0GM
6987,de-fid-herma-sh-01a,10.51.206.214,CN78DRR3KW
6988,de-fid-niede-sh-03a,10.51.145.62,CN7AFPB3WJ
6989,de-fid-niede-sh-03b,10.51.145.61,CN78DRW0M0
6990,de-fid-niede-sh-03c,10.51.145.60,CN78DRW0R5
6991,de-fid-sonth-sh-01a,10.51.182.62,CN78DRV0BZ
6992,de-fid-syrge-sh-01a,10.51.201.142,CN78DRR3J9
7025,de-fid-kraib-sh-01a,10.51.199.254,CN64FPB0W3
7026,de-fid-obern-sh-02a,10.51.205.182,CN67DRW07B
7027,de-fid-polli-sh-04a,10.51.183.150,CN66FPC03M
7028,de-fid-taufk-sh-07a,10.51.191.54,CN64FPB1GW
7029,de-fid-kruen-sh-01a,10.51.172.238,CN71DRR04D
7030,de-fid-wallg-sh-04b,10.51.201.86,CN6BDRV05Q
7085,de-fid-raven-sh-01a,10.51.133.53,CN7BFPB1P4
7086,de-fid-weing-sh-01a,10.51.210.156,CN7BFPB189
7087,de-fid-weing-sh-01b,10.51.210.155,CN7BFPB16J
7088,de-fid-weing-sh-01c,10.51.210.154,CN7BFPB16K
7251,de-fid-badsa-sh-09a,10.51.168.150,CN48FPC1J8
7252,de-fid-badsa-sh-11a,10.51.187.174,CN48FPC1B4
7324,de-fid-aitra-sh-02b,10.51.188.190,CN71DRR0G2
7325,de-fid-ruder-sh-02a,10.51.202.214,CN6BDRR0TN
7326,de-fid-eggen-sh-09a,10.51.179.110,CN6ADRV017
7327,de-fid-buehl-sh-03b,10.178.178.14,CN8AFP337S
7336,de-fid-aufki-sh-03b,10.51.159.38,CN6ADRV00Q
7337,de-fid-germa-sh-04b,10.51.173.110,CN6ADRV01Q
7338,de-fid-obero-sh-07c,10.51.148.102,CN6BDRV09H
7339,de-fid-obero-sh-07d,10.51.148.101,CN6BDRV0BH
7342,de-fid-waal1-sh-02b,10.51.184.22,CN6ADRV03Z
7343,FNH000BN,10.51.139.58,CN0AFPB02Q
7345,de-fid-durla-sh-01a,10.178.201.182,CN64FPB19N
7352,de-fid-ruppe-sh-02a,10.178.203.126,CN58FPB2FR
7353,de-fid-schwa-sh-02a,10.178.214.166,CN58FPB28T
7354,de-fid-sprai-sh-01a,10.178.174.118,CN58FPB25Q
7369,de-fid-bueh3-sh-02a,10.178.162.54,CN89FPB0V3
7370,de-fid-buehl-sh-22a,10.178.165.86,CN89FPB176
7371,de-fid-vellb-sh-01c,10.178.150.150,CN64FPB0QK
7372,de-fid-vellb-sh-01d,10.178.150.149,CN7AFPB3ZN
7373,de-fid-vellb-sh-01e,10.178.150.148,CN79DRW0BF
7374,de-fid-vellb-sh-03a,10.178.162.222,CN89FPB0WL
7390,de-fid-althe-sh-01a,10.51.202.54,CN7ADRV031
7391,de-fid-balle-sh-01a,10.51.154.30,CN82DRR0RY
7392,de-fid-berns-sh-01a,10.51.188.246,CN70DRR0B6
7393,de-fid-lange-sh-02a,10.51.159.6,CN7ADRV03M
7394,de-fid-lange-sh-03a,10.51.150.46,CN70DRR10F
7422,de-fid-esch2-sh-10a,10.178.220.126,CN8BFPB00B
7438,de-fid-sinni-sh-10a,10.178.189.158,CN8BFPB07M
7453,de-fid-heili-sh-04a,10.51.201.54,CN71DRV054
7454,de-fid-koenf-sh-01a,10.51.162.158,CN8BFPB07C
7455,de-fid-eiche-sh-20a,10.51.209.110,CN00FP30PD
7465,de-fid-landa-sh-12a,10.51.147.14,CN93FP31QH
7466,de-fid-landa-sh-12b,10.51.147.13,CN89FPB1FK
7467,de-fid-loich-sh-01a,10.51.162.214,CN64FPB1DH
7468,de-fid-mammi-sh-01a,10.51.209.134,CN05FPB04T
7469,de-fid-mengk-sh-02c,10.51.145.102,CN26DRV0PM
7470,de-fid-mengk-sh-02e,10.51.145.101,CN64FPB1L9
7471,de-fid-mengk-sh-02f,10.51.145.100,CN6ADRV03N
7472,de-fid-moost-sh-01b,10.51.185.214,CN6AFPB0RV
7473,de-fid-moost-sh-03a,10.51.199.214,CN34DRR13C
7474,de-fid-niede-sh-02a,10.51.163.166,CN6BFPB0HN
7475,de-fid-obers-sh-01a,10.51.209.102,CN03FPB1GP
7476,de-fid-pilst-sh-02a,10.51.153.102,CN46DRR0FV
7477,de-fid-pilst-sh-02b,10.51.153.101,CN56DRV0WD
7478,de-fid-stras-sh-10a,10.51.209.118,CN05FPB0BH
7479,de-fid-walle-sh-03a,10.51.209.126,CN00FP31KD
7488,de-fid-badko-sh-03b,10.51.190.253,CN5BDRV0GB
7489,de-fid-blaib-sh-01a,10.51.203.70,CN3BDRR2P4
7490,de-fid-grafe-sh-10a,10.51.208.30,CN9AFP71TX
7491,de-fid-milta-sh-01a,10.51.208.22,CN9BFP71FL
7492,de-fid-rimba-sh-01a,10.51.158.78,CN63DRR0ZQ
7493,de-fid-zandt-sh-01a,10.51.207.134,CN3BDRR26Z
7494,FNH0018S,10.51.208.18,CN16FP341X
7495,FNH0019T,10.51.190.250,CN16FP3560
7524,de-fid-cregl-sh-04c,10.178.172.38,CN78FPB137
7525,de-fid-cregl-sh-05b,10.178.175.158,CN6BFPC0CD
7538,de-fid-niede-sh-46b,10.178.202.206,CN76FPB0Z7
7555,de-fid-weike-sh-04c,10.178.150.14,CN70DRW08Z
7556,de-fid-weike-sh-04d,10.178.150.12,CN7AFPB73C
7557,de-fid-weike-sh-04e,10.178.150.13,CN7AFPB691
7558,de-fid-weike-sh-04f,10.178.150.11,CN7BDRW06C
7559,de-fid-weike-sh-06b,10.178.183.158,CN66FPB0Z5
7560,de-fid-weike-sh-07b,10.178.187.22,CN78FPB0XS
7561,de-fid-weike-sh-08b,10.178.193.22,CN71FPC0R1
7573,de-fid-bisch-sh-09b,10.51.183.214,CN68FPB0LM
7574,de-fid-gefre-sh-01c,10.51.156.198,CN60DRW0FS
7575,de-fid-gefre-sh-01d,10.51.156.197,CN60DRW0BB
7576,de-fid-leupo-sh-01b,10.51.206.133,CN0AFP34QZ
7577,de-fid-naila-sh-01a,10.51.200.70,CN89FPB04M
7578,de-fid-oberk-sh-02b,10.51.152.158,CN81FPB2R8
7579,de-fid-oberk-sh-02c,10.51.152.157,CN81FPB2X6
7580,de-fid-schwa-sh-43a,10.51.146.30,CN89FPB14D
7581,de-fid-schwa-sh-43b,10.51.146.29,CN89FPB0BJ
7582,de-fid-schwa-sh-43c,10.51.146.28,CN89FPB025
7583,de-fid-sparn-sh-01a,10.51.161.238,CN89FPB0Z3
7584,de-fid-sparn-sh-01b,10.51.161.237,CN89FPB171
7585,de-fid-stamm-sh-01b,10.51.179.158,CN59DRW0M4
7586,de-fid-weiss-sh-11b,10.51.188.150,CN60FPB1H4
7587,de-fid-zell0-sh-02a,10.51.167.190,CN89FPB13H
7588,de-fid-ahorn-sh-02b,10.51.157.254,CN57FPB1MZ
7589,de-fid-burgp-sh-01b,10.51.164.14,CN83FPB1TW
7595,de-fid-eicha-sh-01b,10.51.185.230,CN6AFPB0YX
7596,de-fid-ermer-sh-01c,10.51.166.214,CN83FPB1TD
7597,de-fid-ermer-sh-01d,10.51.166.213,CN83FPB1PZ
7598,de-fid-gross-sh-30b,10.51.197.142,CN72FPB0TJ
7599,de-fid-heldb-sh-01b,10.51.163.142,CN83FPB1M6
7600,de-fid-itzgr-sh-02b,10.51.177.254,CN83FPB1SP
7601,de-fid-kirch-sh-41b,10.51.198.254,CN8AFPB15R
7602,de-fid-klost-sh-01b,10.51.186.6,CN6BFPB1ZN
7608,de-fid-miche-sh-05b,10.51.198.238,CN57FPB2DN
7609,de-fid-redwi-sh-02b,10.51.195.246,CN6BDRW03V
7610,de-fid-schne-sh-01a,10.51.154.54,CN6BFPB1RP
7611,de-fid-streu-sh-01b,10.51.168.142,CN63DRR066
7612,de-fid-unter-sh-17b,10.51.173.222,CN6BDRW025
7613,de-fid-dornb-sh-02a,10.178.178.78,CN37DRV142
7614,de-fid-dornb-sh-03b,10.178.205.246,CN87FPC02Q
7615,de-fid-waldb-sh-14b,10.178.192.38,CN87FPC016
7621,de-fid-bisch-sh-02a,10.51.208.142,CN85FPB0LL
7622,de-fid-bnach-sh-01a,10.51.166.110,CN39DRR3RD
7623,de-fid-brgue-sh-01b,10.51.148.182,CN59DRW033
7624,de-fid-brgue-sh-01c,10.51.148.181,CN59DRW037
7625,de-fid-butth-sh-01a,10.51.206.118,CN64DRR14Q
7626,de-fid-eberm-sh-01a,10.51.173.158,CN86DRW02X
7627,de-fid-ecken-sh-02a,10.51.191.238,CN68FPB0NS
7628,de-fid-ecken-sh-03b,10.51.187.214,CN87FPC0F5
7629,de-fid-ecken-sh-04b,10.51.175.238,CN85FPB0DX
7630,de-fid-ecken-sh-05b,10.51.196.214,CN83FPB1KZ
7631,de-fid-ecken-sh-06b,10.51.160.134,CN87FPC057
7632,de-fid-effel-sh-03b,10.51.199.230,CN81FPB222
7633,de-fid-eggol-sh-01a,10.51.184.222,CN86DRW03T
7634,de-fid-eglof-sh-01a,10.176.163.134,CN85FPB0LL
7635,de-fid-egolf-sh-01c,10.51.157.38,CN88FPB159
7636,de-fid-egolf-sh-01d,10.51.157.37,CN87FPB0V3
7637,de-fid-esche-sh-02f,10.51.137.254,CN60DRW09H
7638,de-fid-esche-sh-02g,10.51.137.253,CN6BFPB1ST
7639,de-fid-esche-sh-02h,10.51.137.252,CN60DRW0GK
7640,de-fid-esche-sh-02i,10.51.137.251,CN60DRW09X
7641,de-fid-esche-sh-02j,10.51.137.250,CN72FPB0L5
7642,de-fid-esche-sh-02k,10.51.137.249,CN79FP65P2
7643,de-fid-esche-sh-02l,10.51.137.248,CN7AFPC0TV
7654,de-fid-forch-sh-01b,10.51.164.94,CN87FPC00H
7655,de-fid-forch-sh-02a,10.51.149.78,CN67FPB0N6
7656,de-fid-forch-sh-02b,10.51.149.77,CN3ADRW0L2
7657,de-fid-forch-sh-03a,10.51.185.30,CN85FPB0D8
7658,de-fid-forch-sh-04a,10.51.206.230,CN86DRW06P
7659,de-fid-goess-sh-01a,10.51.196.46,CN86DRW065
7660,de-fid-graef-sh-05a,10.51.154.118,CN43DRW09F
7661,de-fid-graef-sh-05b,10.51.154.117,CN81FPB11X
7662,de-fid-halle-sh-01a,10.51.165.190,CN85FPB0D6
7663,de-fid-halle-sh-02a,10.51.180.6,CN83FPB0DF
7664,de-fid-halls-sh-01c,10.51.145.182,CN69DRV0QZ
7665,de-fid-halls-sh-01d,10.51.145.181,CN69DRV0V7
7666,de-fid-halls-sh-01e,10.51.145.180,CN86DRW05H
7667,de-fid-halls-sh-02a,10.51.200.62,CN64FPB1J2
7668,de-fid-hause-sh-03a,10.51.180.174,CN86DRW03P
7669,de-fid-herol-sh-02a,10.51.144.46,CN68FPB0R9
7670,de-fid-herol-sh-02e,10.51.144.45,CN6BDRW02X
7671,de-fid-herol-sh-02f,10.51.144.44,CN6BDRW039
7672,de-fid-herol-sh-02g,10.51.144.43,CN81FPB120
7673,de-fid-hiltp-sh-02b,10.51.165.166,CN81FPB25L
7674,de-fid-hscha-sh-04b,10.51.169.86,CN69DRV0VB
7675,de-fid-igens-sh-01a,10.51.180.246,CN3ADRW0G9
7676,de-fid-kirch-sh-08a,10.51.181.70,CN83FPB1CJ
7677,de-fid-kunre-sh-01a,10.51.170.62,CN83FPB182
7678,de-fid-lauf1-sh-02a,10.51.168.230,CN68FPB0MH
7679,de-fid-leute-sh-02a,10.51.204.190,CN85FPB0Z9
7680,de-fid-memme-sh-01c,10.51.141.78,CN89FPB005
7681,de-fid-memme-sh-01d,10.51.141.77,CN89FPB19R
7682,de-fid-memme-sh-01e,10.51.141.76,CN89FPB07J
7683,de-fid-memme-sh-02a,10.51.167.254,CN7BDRW0C2
7684,de-fid-mugge-sh-01a,10.51.174.102,CN83FPB1PQ
7685,de-fid-nuern-sh-02a,10.51.197.182,CN88FPC01G
7686,de-fid-nurnb-sh-38b,10.51.192.158,CN29DRW1QQ
7687,de-fid-obert-sh-04a,10.51.200.166,CN85FPB0T1
7688,de-fid-obhai-sh-02b,10.51.196.182,CN35DRR4JF
7689,de-fid-poxdo-sh-01b,10.51.173.150,CN87FPC0SS
7690,de-fid-pretz-sh-01a,10.51.201.134,CN86DRW03Q
7691,de-fid-ratte-sh-01a,10.51.198.62,CN87FPC0BH
7692,de-fid-reuth-sh-01a,10.51.171.174,CN81FPB13L
7693,de-fid-schna-sh-04b,10.51.160.222,CN83FPB1DM
7694,de-fid-slitz-sh-04c,10.51.169.6,CN69DRR03Q
7695,de-fid-strul-sh-02a,10.51.176.46,CN39DRR3Y3
7696,de-fid-weile-sh-01a,10.51.167.238,CN81FPB18M
7697,de-fid-zapdo-sh-01a,10.51.198.110,CN39DRR2SF
7699,FNH001C0,10.51.176.182,CN87FPC0P3
7700,FNH001D1,10.51.191.142,CN81FPB12P
7701,FNH001E2,10.51.192.18,CN7AFPB17T
7702,FNH001F3,10.51.193.42,CN68FPB0MH
7703,FNH001G4,10.51.193.106,CN87FPC0SS
7711,de-fid-grafe-sh-02a,10.51.165.134,CN71DRR0FM
7712,de-fid-perle-sh-01a,10.51.183.238,CN71DRV05L
7713,de-fid-ringe-sh-01a,10.51.157.238,CN6BDRR0NV
7714,de-fid-roehr-sh-02a,10.51.154.62,CN6BDRV07N
7715,de-fid-roehr-sh-02b,10.51.154.61,CN6BDRV086
7716,de-fid-roehr-sh-03a,10.51.163.134,CN6AFPB0R2
7717,de-fid-schoe-sh-02a,10.51.202.142,CN6ADRW07D
7718,de-fid-waldk-sh-02a,10.51.156.214,CN6BDRV08C
7719,de-fid-waldk-sh-02b,10.51.156.213,CN6BDRV081
7720,de-fid-berat-sh-01b,10.51.182.46,CN8AFP30CN
7721,de-fid-brunn-sh-01a,10.51.162.22,CN87FPC03K
7722,de-fid-hemau-sh-01a,10.51.148.150,CN8AFP3035
7723,de-fid-hemau-sh-01b,10.51.148.149,CN8AFP307X
7724,de-fid-hemau-sh-08b,10.51.201.30,CN87FPC05Q
7725,de-fid-hohfe-sh-01a,10.51.174.206,CN8AFPB1DY
7726,de-fid-kallm-sh-01a,10.51.199.54,CN8AFP32VS
7727,de-fid-laabe-sh-01a,10.51.179.182,CN8AFP308B
7728,de-fid-lupbu-sh-01a,10.51.191.214,CN94FPC0XL
7729,de-fid-paint-sh-01b,10.51.167.230,CN8AFP30Y9
7730,de-fid-parsb-sh-01a,10.51.150.134,CN95FP3C7F
7731,de-fid-parsb-sh-01b,10.51.150.133,CN95FP3BTT
7732,de-fid-seube-sh-01a,10.51.200.254,CN95FP3BYT
7733,de-fid-velbu-sh-01a,10.51.144.190,CN95FP3C5S
7734,de-fid-velbu-sh-01b,10.51.144.189,CN95FP3C8B
7735,de-fid-velbu-sh-01c,10.51.144.188,CN95FP3BYW
7736,de-fid-wolfs-sh-04a,10.51.183.46,CN8AFP30CJ
7737,de-fid-aller-sh-01b,10.51.189.230,CN79DRW02P
7738,de-fid-berch-sh-04c,10.51.155.182,CN6BDRR1KG
7739,de-fid-berch-sh-04d,10.51.155.181,CN6ADRW0C6
7741,de-fid-freys-sh-02a,10.51.157.14,CN3ADRV0MJ
7742,de-fid-freys-sh-02b,10.51.157.13,CN3ADRV0J0
7743,de-fid-heide-sh-01a,10.51.189.150,CN7AFPB147
7744,de-fid-hilpo-sh-01a,10.51.144.230,CN7AFPB3V7
7745,de-fid-hilpo-sh-01b,10.51.144.229,CN79DRW0B5
7746,de-fid-hilpo-sh-01c,10.51.144.228,CN79DRW00M
7747,de-fid-hilpo-sh-02a,10.51.185.174,CN79DRW02F
7748,de-fid-muelh-sh-05a,10.51.171.6,CN3BDRR0QZ
7749,de-fid-speic-sh-01c,10.51.156.78,CN72FPB013
7750,de-fid-speic-sh-01d,10.51.156.77,CN72FPB0PP
7751,de-fid-badwi-sh-05a,10.51.147.174,CN60DRW0HP
7752,de-fid-badwi-sh-05b,10.51.147.173,CN60DRW03N
7753,de-fid-burgb-sh-01a,10.51.177.174,CN6BFPB0P1
7754,de-fid-erger-sh-01a,10.51.147.171,CN7AFPB3N7
7755,de-fid-ipshe-sh-04a,10.51.178.158,CN6BFPB0TW
7756,de-fid-jlles-sh-01a,10.51.147.172,CN7AFPB3SZ
7757,de-fid-markt-sh-06a,10.51.158.158,CN6BFPB0RD
7758,de-fid-markt-sh-07a,10.51.198.38,CN60DRW0ML
7759,de-fid-obern-sh-04a,10.51.192.102,CN6BFPB0QY
7760,de-fid-beiln-sh-01c,10.51.148.62,CN69DRR28X
7761,de-fid-beiln-sh-01d,10.51.148.61,CN69DRV0RV
7812,de-fid-badho-sh-01b,10.178.155.166,CN95FP38B8
7990,de-fid-boesi-sh-01a,10.178.216.30,CN59FPC1G7
8003,de-fid-althe-sh-06a,10.51.159.102,CN35DRV0DH
8006,de-fid-duerm-sh-01a,10.51.199.222,CN27DRV1FD
8007,de-fid-ertin-sh-03a,10.51.192.46,CN27DRV1XV
8008,de-fid-lange-sh-64a,10.51.179.142,CN78DRV0FH
8016,de-fid-unlin-sh-03b,10.51.201.94,CN69DRV0X3
8017,de-fid-utten-sh-05a,10.51.182.54,CN35DRV090
8123,de-fid-winte-sh-01a,10.51.156.102,CN78DRW0D8
8124,de-fid-winte-sh-01b,10.51.156.101,CN78DRW00R
8135,de-fid-filde-sh-10b,10.51.193.118,CN9AFP70WR
8136,de-fid-leinf-sh-18b,10.51.167.22,CN9AFP70V6
8142,de-fid-ammer-sh-05c,10.178.168.182,CN39DRV2TX
8143,de-fid-ammer-sh-05e,10.178.168.181,CN38FP70PD
8195,de-fid-messs-sh-01a,10.178.157.214,CN4AFPC2TX
8196,de-fid-messs-sh-01b,10.178.157.213,CN44FPC0YH
8197,de-fid-messs-sh-12a,10.178.170.78,CN44FPC0WV
8198,de-fid-messs-sh-13b,10.178.200.230,CN44FPC127
8222,de-fid-rotam-sh-02b,10.178.200.238,CN7BFPB1VM
8223,de-fid-rotas-sh-02b,10.178.211.158,CN67DRW03W
8224,de-fid-schro-sh-01c,10.178.160.142,CN28DRW1JX
8225,de-fid-schro-sh-01d,10.178.160.141,CN28DRW17W
8226,de-fid-schro-sh-01e,10.178.160.140,CN0AFP34NV
8227,de-fid-dorns-sh-05c,10.51.151.78,CN6ADRW09J
8228,de-fid-dorns-sh-05d,10.51.151.77,CN48DRW0QK
8229,de-fid-dorns-sh-11a,10.51.204.46,CN36DRR363
8230,de-fid-elchi-sh-01a,10.51.172.14,CN88FPC0VL
